collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
80,Waterbending Lesson,{3}{U},4.0,Sorcery — Lesson,common,U,U,"Draw three cards. Then discard a card unless you waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",,,,Waterbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/80/waterbending-lesson?utm_source=api
81,Waterbending Scroll,{1}{U},2.0,Artifact,uncommon,U,U,"{6}, {T}: Draw a card. This ability costs {1} less to activate for each Island you control.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/81/waterbending-scroll?utm_source=api
82,Watery Grasp,{U},1.0,Enchantment — Aura,common,U,U,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
Waterbend {5}: Enchanted creature's owner shuffles it into their library. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",,,,"Enchant, Waterbend",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/82/watery-grasp?utm_source=api
83,"Yue, the Moon Spirit",{3}{U},4.0,Legendary Creature — Spirit Ally,rare,U,U,"Flying, vigilance
Waterbend {5}, {T}: You may cast a noncreature spell from your hand without paying its mana cost. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",3,3,,"Flying, Vigilance, Waterbend",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/83/yue-the-moon-spirit?utm_source=api
84,Azula Always Lies,{1}{B},2.0,Instant — Lesson,common,B,B,"Choose one or both —
• Target creature gets -1/-1 until end of turn.
• Put a +1/+1 counter on target creature.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/84/azula-always-lies?utm_source=api
85,"Azula, On the Hunt",{3}{B},4.0,Legendary Creature — Human Noble,uncommon,B,B,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Whenever Azula attacks, you lose 1 life and create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",4,3,,Firebending,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/85/azula-on-the-hunt?utm_source=api
86,Beetle-Headed Merchants,{4}{B},5.0,Creature — Human Citizen,common,B,B,"Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, draw a card and put a +1/+1 counter on this creature.",5,4,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/86/beetle-headed-merchants?utm_source=api
87,Boiling Rock Rioter,{2}{B},3.0,Creature — Human Rogue Ally,rare,B,B,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Tap an untapped Ally you control: Exile target card from a graveyard.
Whenever this creature attacks, you may cast an Ally spell from among cards you own exiled with this creature.",3,3,,Firebending,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/87/boiling-rock-rioter?utm_source=api
88,Buzzard-Wasp Colony,{3}{B},4.0,Creature — Bird Insect,uncommon,B,B,"Flying
When this creature enters, you may sacrifice an artifact or creature. If you do, draw a card.
Whenever another creature you control dies, if it had counters on it, put its counters on this creature.",2,2,,Flying,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/88/buzzard-wasp-colony?utm_source=api
89,Callous Inspector,{B},1.0,Creature — Human Soldier,common,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature dies, it deals 1 damage to you. Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",1,1,,Menace,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/89/callous-inspector?utm_source=api
90,Canyon Crawler,{4}{B}{B},6.0,Creature — Spider Beast,common,B,B,"Deathtouch
When this creature enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",6,6,,"Landcycling, Food, Typecycling, Cycling, Swampcycling, Deathtouch",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/90/canyon-crawler?utm_source=api
91,Cat-Gator,{6}{B},7.0,Creature — Fish Crocodile,uncommon,B,B,"Lifelink
When this creature enters, it deals damage equal to the number of Swamps you control to any target.",3,2,,Lifelink,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/91/cat-gator?utm_source=api
92,Corrupt Court Official,{1}{B},2.0,Creature — Human Advisor,common,B,B,"When this creature enters, target opponent discards a card.",1,1,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/92/corrupt-court-official?utm_source=api
93,Dai Li Indoctrination,{1}{B},2.0,Sorcery — Lesson,common,B,B,"Choose one —
• Target opponent reveals their hand. You choose a nonland permanent card from it. That player discards that card.
• Earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",,,,Earthbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/93/dai-li-indoctrination?utm_source=api
94,Day of Black Sun,{X}{B}{B},2.0,Sorcery,rare,B,B,Each creature with mana value X or less loses all abilities until end of turn. Destroy those creatures.,,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/94/day-of-black-sun?utm_source=api
95,Deadly Precision,{B},1.0,Sorcery,common,B,B,"As an additional cost to cast this spell, pay {4} or sacrifice an artifact or creature.
Destroy target creature.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/95/deadly-precision?utm_source=api
96,Epic Downfall,{1}{B},2.0,Sorcery,uncommon,B,B,Exile target creature with mana value 3 or greater.,,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/96/epic-downfall?utm_source=api
97,Fatal Fissure,{1}{B},2.0,Instant,uncommon,B,B,"Choose target creature. When that creature dies this turn, you earthbend 4. (Target land you control becomes a 0/0 creature with haste that's still a land. Put four +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",,,,Earthbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/97/fatal-fissure?utm_source=api
98,The Fire Nation Drill,{2}{B}{B},4.0,Legendary Artifact — Vehicle,rare,B,B,"Trample
When The Fire Nation Drill enters, you may tap it. When you do, destroy target creature with power 4 or less.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Crew 2",6,3,,"Crew, Trample",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/98/the-fire-nation-drill?utm_source=api
99,Fire Nation Engineer,{2}{B},3.0,Creature — Human Artificer,uncommon,B,B,"Raid — At the beginning of your end step, if you attacked this turn, put a +1/+1 counter on another target creature or Vehicle you control.",2,3,,Raid,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/99/fire-nation-engineer?utm_source=api
100,Fire Navy Trebuchet,{2}{B},3.0,Artifact Creature — Wall,uncommon,B,B,"Defender, reach
Whenever you attack, create a 2/1 colorless Construct artifact creature token with flying named Ballistic Boulder that's tapped and attacking. Sacrifice that token at the beginning of the next end step.",0,4,,"Reach, Defender",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/100/fire-navy-trebuchet?utm_source=api
101,Foggy Swamp Hunters,{3}{B},4.0,Creature — Human Ranger Ally,common,B,B,"As long as you've drawn two or more cards this turn, this creature has lifelink and menace. (It can't be blocked except by two or more creatures.)",3,4,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/101/foggy-swamp-hunters?utm_source=api
102,Foggy Swamp Visions,{1}{B}{B},3.0,Sorcery,rare,B,B,"As an additional cost to cast this spell, waterbend {X}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Exile X target creature cards from graveyards. For each creature card exiled this way, create a token that's a copy of it. At the beginning of your next end step, sacrifice those tokens.",,,,Waterbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/102/foggy-swamp-visions?utm_source=api
103,Heartless Act,{1}{B},2.0,Instant,uncommon,B,B,"Choose one —
• Destroy target creature with no counters on it.
• Remove up to three counters from target creature.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/103/heartless-act?utm_source=api
104,Hog-Monkey,{2}{B},3.0,Creature — Boar Monkey,common,B,B,"At the beginning of combat on your turn, target creature you control with a +1/+1 counter on it gains menace until end of turn. (It can't be blocked except by two or more creatures.)
Exhaust — {5}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)",3,2,,Exhaust,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/104/hog-monkey?utm_source=api
105,"Joo Dee, One of Many",{1}{B},2.0,Creature — Human Advisor,uncommon,B,B,"{B}, {T}: Surveil 1. Create a token that's a copy of this creature, then sacrifice an artifact or creature. Activate only as a sorcery. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)",2,2,,Surveil,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/105/joo-dee-one-of-many?utm_source=api
106,"June, Bounty Hunter",{1}{B},2.0,Legendary Creature — Human Mercenary,uncommon,B,B,"June can't be blocked as long as you've drawn two or more cards this turn.
{1}, Sacrifice another creature: Create a Clue token. Activate only during your turn. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",2,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/106/june-bounty-hunter?utm_source=api
107,"Koh, the Face Stealer",{4}{B}{B},6.0,Legendary Creature — Shapeshifter Spirit,mythic,B,B,"When Koh enters, exile up to one other target creature.
Whenever another nontoken creature dies, you may exile it.
Pay 1 life: Choose a creature card exiled with Koh.
Koh has all activated and triggered abilities of the last chosen card.",6,6,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/107/koh-the-face-stealer?utm_source=api
108,"Lo and Li, Twin Tutors",{4}{B},5.0,Legendary Creature — Human Advisor,uncommon,B,B,"When Lo and Li enter, search your library for a Lesson or Noble card, reveal it, put it into your hand, then shuffle.
Noble creatures you control and Lesson spells you control have lifelink.",2,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/108/lo-and-li-twin-tutors?utm_source=api
109,"Mai, Scornful Striker",{1}{B},2.0,Legendary Creature — Human Noble Ally,rare,B,B,"First strike
Whenever a player casts a noncreature spell, they lose 2 life.",2,2,,First strike,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/109/mai-scornful-striker?utm_source=api
110,Merchant of Many Hats,{1}{B},2.0,Creature — Human Peasant Ally,common,B,B,{2}{B}: Return this card from your graveyard to your hand.,2,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/110/merchant-of-many-hats?utm_source=api
111,Northern Air Temple,{B},1.0,Legendary Enchantment — Shrine,uncommon,B,B,"When Northern Air Temple enters, each opponent loses X life and you gain X life, where X is the number of Shrines you control.
Whenever another Shrine you control enters, each opponent loses 1 life and you gain 1 life.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/111/northern-air-temple?utm_source=api
112,Obsessive Pursuit,{1}{B},2.0,Enchantment,rare,B,B,"When this enchantment enters and at the beginning of your upkeep, you lose 1 life and create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you attack, put X +1/+1 counters on target attacking creature, where X is the number of permanents you've sacrificed this turn. If X is three or greater, that creature gains lifelink until end of turn.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/112/obsessive-pursuit?utm_source=api
113,Ozai's Cruelty,{2}{B},3.0,Sorcery — Lesson,uncommon,B,B,Ozai's Cruelty deals 2 damage to target player. That player discards two cards.,,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/113/ozais-cruelty?utm_source=api
114,Phoenix Fleet Airship,{2}{B}{B},4.0,Artifact — Vehicle,mythic,B,B,"Flying
At the beginning of your end step, if you sacrificed a permanent this turn, create a token that's a copy of this Vehicle.
As long as you control eight or more permanents named Phoenix Fleet Airship, this Vehicle is an artifact creature.
Crew 1",4,4,,"Flying, Crew",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/114/phoenix-fleet-airship?utm_source=api
115,Pirate Peddlers,{2}{B},3.0,Creature — Human Pirate,common,B,B,"Deathtouch
Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.",2,2,,Deathtouch,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/115/pirate-peddlers?utm_source=api
116,Raven Eagle,{2}{B},3.0,Creature — Bird Assassin,rare,B,B,"Flying
Whenever this creature enters or attacks, exile up to one target card from a graveyard. If a creature card is exiled this way, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, each opponent loses 1 life and you gain 1 life.",2,3,,Flying,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/116/raven-eagle?utm_source=api
117,The Rise of Sozin // Fire Lord Sozin,,6.0,Enchantment — Saga // Legendary Creature — Human Noble,mythic,,B,,,,,"Transform, Firebending, Menace",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/117/the-rise-of-sozin-fire-lord-sozin?utm_source=api
118,Ruinous Waterbending,{1}{B}{B},3.0,Sorcery — Lesson,uncommon,B,B,"As an additional cost to cast this spell, you may waterbend {4}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
All creatures get -2/-2 until end of turn. If this spell's additional cost was paid, whenever a creature dies this turn, you gain 1 life.",,,,Waterbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/118/ruinous-waterbending?utm_source=api
119,Sold Out,{3}{B},4.0,Instant,common,B,B,"Exile target creature. If it was dealt damage this turn, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/119/sold-out?utm_source=api
120,Swampsnare Trap,{2}{B},3.0,Enchantment — Aura,common,B,B,"This spell costs {1} less to cast if it targets a creature with flying.
Enchant creature
Enchanted creature gets -5/-3.",,,,Enchant,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/120/swampsnare-trap?utm_source=api
121,Tundra Tank,{2}{B},3.0,Artifact — Vehicle,uncommon,B,B,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
When this Vehicle enters, target creature you control gains indestructible until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",4,4,,"Crew, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/121/tundra-tank?utm_source=api
122,Wolfbat,{2}{B},3.0,Creature — Wolf Bat,uncommon,B,B,"Flying
Whenever you draw your second card each turn, you may pay {B}. If you do, return this card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",2,2,,Flying,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/122/wolfbat?utm_source=api
123,Zuko's Conviction,{B},1.0,Instant,uncommon,B,B,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Return target creature card from your graveyard to your hand. If this spell was kicked, instead put that card onto the battlefield tapped.",,,,Kicker,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/123/zukos-conviction?utm_source=api
124,Boar-q-pine,{2}{R},3.0,Creature — Boar Porcupine,common,R,R,"Whenever you cast a noncreature spell, put a +1/+1 counter on this creature.",2,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/124/boar-q-pine?utm_source=api
125,Bumi Bash,{3}{R},4.0,Sorcery,common,R,R,"Choose one —
• Bumi Bash deals damage equal to the number of lands you control to target creature.
• Destroy target land creature or nonbasic land.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/125/bumi-bash?utm_source=api
126,The Cave of Two Lovers,{3}{R},4.0,Enchantment — Saga,uncommon,R,R,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create two 1/1 white Ally creature tokens.
II — Search your library for a Mountain or Cave card, reveal it, put it into your hand, then shuffle.
III — Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",,,,Earthbend,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/126/the-cave-of-two-lovers?utm_source=api
127,Combustion Man,{3}{R}{R},5.0,Legendary Creature — Human Assassin,uncommon,R,R,"Whenever Combustion Man attacks, destroy target permanent unless its controller has Combustion Man deal damage to them equal to his power.",4,6,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/127/combustion-man?utm_source=api
128,Combustion Technique,{1}{R},2.0,Instant — Lesson,uncommon,R,R,"Combustion Technique deals damage equal to 2 plus the number of Lesson cards in your graveyard to target creature. If that creature would die this turn, exile it instead.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/128/combustion-technique?utm_source=api
129,Crescent Island Temple,{3}{R},4.0,Legendary Enchantment — Shrine,uncommon,R,R,"When Crescent Island Temple enters, for each Shrine you control, create a 1/1 red Monk creature token with prowess. (Whenever you cast a noncreature spell, it gets +1/+1 until end of turn.)
Whenever another Shrine you control enters, create a 1/1 red Monk creature token with prowess.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/129/crescent-island-temple?utm_source=api
130,Cunning Maneuver,{1}{R},2.0,Instant,common,R,R,"Target creature gets +3/+1 until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/130/cunning-maneuver?utm_source=api
131,Deserter's Disciple,{1}{R},2.0,Creature — Human Rebel Ally,common,R,R,{T}: Another target creature you control with power 2 or less can't be blocked this turn.,2,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/131/deserters-disciple?utm_source=api
132,Fated Firepower,{X}{R}{R}{R},3.0,Enchantment,mythic,R,R,"Flash
This enchantment enters with X fire counters on it.
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus an amount of damage equal to the number of fire counters on this enchantment instead.",,,,Flash,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/132/fated-firepower?utm_source=api
133,Fire Nation Attacks,{4}{R},5.0,Instant,uncommon,R,R,"Create two 2/2 red Soldier creature tokens with firebending 1. (Whenever a creature with firebending 1 attacks, add {R}. This mana lasts until end of combat.)
Flashback {8}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/133/fire-nation-attacks?utm_source=api
134,Fire Nation Cadets,{R},1.0,Creature — Human Soldier,common,R,R,"This creature has firebending 2 as long as there's a Lesson card in your graveyard. (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
{2}: This creature gets +1/+0 until end of turn.",1,2,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/134/fire-nation-cadets?utm_source=api
135,Fire Nation Raider,{3}{R},4.0,Creature — Human Soldier,common,R,R,"Raid — When this creature enters, if you attacked this turn, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",4,2,,Raid,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/135/fire-nation-raider?utm_source=api
136,Fire Sages,{1}{R},2.0,Creature — Human Cleric,uncommon,R,R,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
{1}{R}{R}: Put a +1/+1 counter on this creature.",2,2,,Firebending,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/136/fire-sages?utm_source=api
137,Firebender Ascension,{1}{R},2.0,Enchantment,rare,R,R,"When this enchantment enters, create a 2/2 red Soldier creature token with firebending 1.
Whenever a creature you control attacking causes a triggered ability of that creature to trigger, put a quest counter on this enchantment. Then if it has four or more quest counters on it, you may copy that ability. You may choose new targets for the copy.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/137/firebender-ascension?utm_source=api
138,Firebending Lesson,{R},1.0,Instant — Lesson,common,R,R,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Firebending Lesson deals 2 damage to target creature. If this spell was kicked, it deals 5 damage to that creature instead.",,,,Kicker,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/138/firebending-lesson?utm_source=api
139,Firebending Student,{1}{R},2.0,Creature — Human Monk,rare,R,R,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Firebending X, where X is this creature's power. (Whenever this creature attacks, add X {R}. This mana lasts until end of combat.)",1,2,,"Prowess, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/139/firebending-student?utm_source=api
140,How to Start a Riot,{2}{R},3.0,Instant — Lesson,common,R,R,"Target creature gains menace until end of turn. (It can't be blocked except by two or more creatures.)
Creatures target player controls get +2/+0 until end of turn.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/140/how-to-start-a-riot?utm_source=api
141,Iroh's Demonstration,{1}{R},2.0,Sorcery — Lesson,uncommon,R,R,"Choose one —
• Iroh's Demonstration deals 1 damage to each creature your opponents control.
• Iroh's Demonstration deals 4 damage to target creature.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/141/irohs-demonstration?utm_source=api
142,"Jeong Jeong, the Deserter",{2}{R},3.0,Legendary Creature — Human Rebel Ally,uncommon,R,R,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Exhaust — {3}: Put a +1/+1 counter on Jeong Jeong. When you next cast a Lesson spell this turn, copy it and you may choose new targets for the copy. (Activate each exhaust ability only once.)",2,3,,"Exhaust, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/142/jeong-jeong-the-deserter?utm_source=api
143,Jet's Brainwashing,{R},1.0,Sorcery,uncommon,R,R,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Target creature can't block this turn. If this spell was kicked, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,,Kicker,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/143/jets-brainwashing?utm_source=api
144,The Last Agni Kai,{1}{R},2.0,Instant,rare,R,R,"Target creature you control fights target creature an opponent controls. If the creature the opponent controls is dealt excess damage this way, add that much {R}.
Until end of turn, you don't lose unspent red mana as steps and phases end.",,,,Fight,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/144/the-last-agni-kai?utm_source=api
145,The Legend of Roku // Avatar Roku,,4.0,Enchantment — Saga // Legendary Creature — Avatar,mythic,,R,,,,,"Transform, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/145/the-legend-of-roku-avatar-roku?utm_source=api
146,Lightning Strike,{1}{R},2.0,Instant,common,R,R,Lightning Strike deals 3 damage to any target.,,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/146/lightning-strike?utm_source=api
147,"Mai, Jaded Edge",{1}{R},2.0,Legendary Creature — Human Noble,uncommon,R,R,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Exhaust — {3}: Put a double strike counter on Mai. (Activate each exhaust ability only once.)",1,3,,"Prowess, Exhaust",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/147/mai-jaded-edge?utm_source=api
148,Mongoose Lizard,{4}{R}{R},6.0,Creature — Mongoose Lizard,common,R,R,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it deals 1 damage to any target.
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",5,6,,"Mountaincycling, Landcycling, Menace, Typecycling, Cycling",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/148/mongoose-lizard?utm_source=api
149,Price of Freedom,{1}{R},2.0,Sorcery — Lesson,uncommon,R,R,"Destroy target artifact or land an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.
Draw a card.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/149/price-of-freedom?utm_source=api
150,Ran and Shaw,{3}{R}{R},5.0,Legendary Creature — Dragon,rare,R,R,"Flying, firebending 2
When Ran and Shaw enter, if you cast them and there are three or more Dragon and/or Lesson cards in your graveyard, create a token that's a copy of Ran and Shaw, except it's not legendary.
{3}{R}: Dragons you control get +2/+0 until end of turn.",4,4,,"Flying, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/150/ran-and-shaw?utm_source=api
151,Redirect Lightning,{R},1.0,Instant — Lesson,rare,R,R,"As an additional cost to cast this spell, pay 5 life or pay {2}.
Change the target of target spell or ability with a single target.",,,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/151/redirect-lightning?utm_source=api
152,Rough Rhino Cavalry,{4}{R},5.0,Creature — Human Mercenary,common,R,R,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Exhaust — {8}: Put two +1/+1 counters on this creature. It gains trample until end of turn. (Activate each exhaust ability only once.)",5,5,,"Exhaust, Firebending",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/152/rough-rhino-cavalry?utm_source=api
153,Solstice Revelations,{2}{R},3.0,Instant — Lesson,uncommon,R,R,"Exile cards from the top of your library until you exile a nonland card. You may cast that card without paying its mana cost if the spell's mana value is less than the number of Mountains you control. If you don't cast that card this way, put it into your hand.
Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/153/solstice-revelations?utm_source=api
154,Sozin's Comet,{3}{R}{R},5.0,Sorcery,mythic,R,R,"Each creature you control gains firebending 5 until end of turn. (Whenever it attacks, add {R}{R}{R}{R}{R}. This mana lasts until end of combat.)
Foretell {2}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",,,,Foretell,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/154/sozins-comet?utm_source=api
155,Tiger-Dillo,{1}{R},2.0,Creature — Cat Armadillo,uncommon,R,R,This creature can't attack or block unless you control another creature with power 4 or greater.,4,3,,,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/155/tiger-dillo?utm_source=api
156,Treetop Freedom Fighters,{2}{R},3.0,Creature — Human Rebel Ally,common,R,R,"Haste
When this creature enters, create a 1/1 white Ally creature token.",2,1,,Haste,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/156/treetop-freedom-fighters?utm_source=api
157,Twin Blades,{2}{R},3.0,Artifact — Equipment,uncommon,R,R,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains double strike until end of turn.
Equipped creature gets +1/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Equip, Flash",Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/157/twin-blades?utm_source=api
158,"Ty Lee, Artful Acrobat",{2}{R},3.0,Legendary Creature — Human Performer,uncommon,R,R,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Ty Lee attacks, you may pay {1}. When you do, target creature can't block this turn.",3,2,,Prowess,Avatar: The Last Airbender,2025-11-21,https://scryfall.com/card/tla/158/ty-lee-artful-acrobat?utm_source=api
