collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
84,Engine Rat,{B},1.0,Creature — Zombie Rat,common,B,B,"Deathtouch
{5}{B}: Each opponent loses 2 life.",1,1,,Deathtouch,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/84/engine-rat?utm_source=api
85,Gas Guzzler,{B},1.0,Creature — Vampire Rogue,rare,B,B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
This creature enters tapped.
Max speed — {B}, Sacrifice another creature or Vehicle: Draw a card.",2,1,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/85/gas-guzzler?utm_source=api
86,Gastal Raider,{2}{B},3.0,Creature — Vampire Rogue,uncommon,B,B,"Start your engines!
When this creature enters, target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
Max speed — This creature gets +1/+1 and has menace.",2,1,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/86/gastal-raider?utm_source=api
87,"Gonti, Night Minister",{2}{B}{B},4.0,Legendary Creature — Aetherborn Rogue,rare,B,B,"Whenever a player casts a spell they don't own, that player creates a Treasure token.
Whenever a creature deals combat damage to one of your opponents, its controller looks at the top card of that opponent's library and exiles it face down. They may play that card for as long as it remains exiled. Mana of any type can be spent to cast a spell this way.",3,4,,Treasure,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/87/gonti-night-minister?utm_source=api
88,Grim Bauble,{B},1.0,Artifact,common,B,B,"When this artifact enters, target creature an opponent controls gets -2/-2 until end of turn.
{2}{B}, {T}, Sacrifice this artifact: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,,,Surveil,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/88/grim-bauble?utm_source=api
89,Grim Javelineer,{2}{B},3.0,Creature — Human Warrior,common,B,B,"Whenever you attack, target attacking creature gets +1/+0 until end of turn. When that creature dies this turn, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",3,2,,Surveil,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/89/grim-javelineer?utm_source=api
90,Hellish Sideswipe,{B},1.0,Sorcery,uncommon,B,B,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Destroy target creature or Vehicle. If the sacrificed permanent was a Vehicle, draw a card.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/90/hellish-sideswipe?utm_source=api
91,Hour of Victory,{2}{B},3.0,Enchantment,uncommon,B,B,"Start your engines!
When this enchantment enters, create a 2/2 black Zombie creature token.
Max speed — {1}{B}, Sacrifice this enchantment: Search your library for a card, put it into your hand, then shuffle. Activate only as a sorcery.",,,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/91/hour-of-victory?utm_source=api
92,Intimidation Tactics,{B},1.0,Sorcery,uncommon,B,B,"Target opponent reveals their hand. You choose an artifact or creature card from it. Exile that card.
Cycling {3} ({3}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/92/intimidation-tactics?utm_source=api
93,"Kalakscion, Hunger Tyrant",{1}{B}{B},3.0,Legendary Creature — Crocodile,uncommon,B,B,,7,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/93/kalakscion-hunger-tyrant?utm_source=api
94,The Last Ride,{B},1.0,Legendary Artifact — Vehicle,mythic,B,B,"The Last Ride gets -X/-X, where X is your life total.
{2}{B}, Pay 2 life: Draw a card.
Crew 2",13,13,,Crew,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/94/the-last-ride?utm_source=api
95,Locust Spray,{B},1.0,Instant,uncommon,B,B,"Target creature gets -1/-1 until end of turn.
Cycling {B} ({B}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/95/locust-spray?utm_source=api
96,Maximum Overdrive,{1}{B},2.0,Instant,common,B,B,Put a +1/+1 counter on target creature. It gains deathtouch and indestructible until end of turn.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/96/maximum-overdrive?utm_source=api
97,Momentum Breaker,{1}{B},2.0,Enchantment,uncommon,B,B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, each opponent sacrifices a creature or Vehicle of their choice. Each opponent who can't discards a card.
{2}, Sacrifice this enchantment: You gain life equal to your speed.",,,,Start your engines!,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/97/momentum-breaker?utm_source=api
98,Mutant Surveyor,{2}{B},3.0,Creature — Mutant Scout,common,B,B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}: This creature gets +1/+1 until end of turn.
Max speed — {3}, Exile this card from your graveyard: Draw a card.",2,3,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/98/mutant-surveyor?utm_source=api
99,Pactdoll Terror,{3}{B},4.0,Artifact Creature — Toy,common,B,B,"Whenever this creature or another artifact you control enters, each opponent loses 1 life and you gain 1 life.",3,4,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/99/pactdoll-terror?utm_source=api
100,Quag Feast,{1}{B},2.0,Sorcery,rare,B,B,"Choose target creature, planeswalker, or Vehicle. Mill two cards, then destroy the chosen permanent if its mana value is less than or equal to the number of cards in your graveyard.",,,,Mill,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/100/quag-feast?utm_source=api
101,Ripclaw Wrangler,{3}{B},4.0,Artifact — Vehicle,common,B,B,"When this Vehicle enters, each opponent discards a card.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",4,3,,Crew,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/101/ripclaw-wrangler?utm_source=api
102,Risen Necroregent,{4}{B},5.0,Creature — Zombie Cat Knight,uncommon,B,B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — At the beginning of your end step, create a 2/2 black Zombie creature token.",5,4,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/102/risen-necroregent?utm_source=api
103,Risky Shortcut,{2}{B},3.0,Sorcery,common,B,B,Draw two cards. Each player loses 2 life.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/103/risky-shortcut?utm_source=api
104,Shefet Archfiend,{5}{B}{B},7.0,Creature — Demon,uncommon,B,B,"Flying
When this creature enters, all other creatures get -2/-2 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",5,5,,"Flying, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/104/shefet-archfiend?utm_source=api
105,The Speed Demon,{3}{B}{B},5.0,Legendary Creature — Demon,mythic,B,B,"Flying, trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
At the beginning of your end step, you draw X cards and lose X life, where X is your speed.",5,5,,"Flying, Trample, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/105/the-speed-demon?utm_source=api
106,Spin Out,{1}{B}{B},3.0,Instant,common,B,B,Destroy target creature or Vehicle.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/106/spin-out?utm_source=api
107,Streaking Oilgorger,{4}{B},5.0,Creature — Vampire,common,B,B,"Flying, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — This creature has lifelink.",3,3,,"Flying, Max speed, Haste, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/107/streaking-oilgorger?utm_source=api
108,Syphon Fuel,{4}{B},5.0,Instant,common,B,B,Target creature gets -6/-6 until end of turn. You gain 2 life.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/108/syphon-fuel?utm_source=api
109,Wickerfolk Indomitable,{3}{B},4.0,Artifact Creature — Scarecrow,uncommon,B,B,You may cast this card from your graveyard by paying 2 life and sacrificing an artifact or creature in addition to paying its other costs.,4,3,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/109/wickerfolk-indomitable?utm_source=api
110,Wreckage Wickerfolk,{1}{B},2.0,Artifact Creature — Scarecrow,common,B,B,"Flying
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",1,3,,"Flying, Surveil",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/110/wreckage-wickerfolk?utm_source=api
111,Wretched Doll,{1}{B},2.0,Artifact Creature — Toy,uncommon,B,B,"{B}, {T}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",3,1,,Surveil,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/111/wretched-doll?utm_source=api
112,Adrenaline Jockey,{2}{R},3.0,Creature — Minotaur Pilot,uncommon,R,R,"Whenever a player casts a spell, if it's not their turn, this creature deals 4 damage to them.
Whenever you activate an exhaust ability, put a +1/+1 counter on this creature.",3,3,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/112/adrenaline-jockey?utm_source=api
113,Boommobile,{2}{R}{R},4.0,Artifact — Vehicle,rare,R,R,"When this Vehicle enters, add four mana of any one color. Spend this mana only to activate abilities.
Exhaust — {X}{2}{R}: This Vehicle deals X damage to any target. Put a +1/+1 counter on this Vehicle. (Activate each exhaust ability only once.)
Crew 2",5,5,,"Crew, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/113/boommobile?utm_source=api
114,Burner Rocket,{1}{R},2.0,Artifact — Vehicle,common,R,R,"Flash
When this Vehicle enters, target creature you control gets +2/+0 and gains trample until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",3,1,,"Crew, Flash",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/114/burner-rocket?utm_source=api
115,Burnout Bashtronaut,{R},1.0,Creature — Goblin Warrior,rare,R,R,"Menace
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}: This creature gets +1/+0 until end of turn.
Max speed — This creature has double strike.",1,1,,"Max speed, Menace, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/115/burnout-bashtronaut?utm_source=api
116,"Chandra, Spark Hunter",{3}{R},4.0,Legendary Planeswalker — Chandra,mythic,R,R,"At the beginning of combat on your turn, choose up to one target Vehicle you control. Until end of turn, it becomes an artifact creature and gains haste.
+2: You may sacrifice an artifact or discard a card. If you do, draw a card.
0: Create a 3/2 colorless Vehicle artifact token with crew 1.
−7: You get an emblem with ""Whenever an artifact you control enters, this emblem deals 3 damage to any target.""",,,4,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/116/chandra-spark-hunter?utm_source=api
117,Clamorous Ironclad,{3}{R},4.0,Artifact — Vehicle,common,R,R,"Menace (This creature can't be blocked except by two or more creatures.)
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
Cycling {R} ({R}, Discard this card: Draw a card.)",6,3,,"Crew, Menace, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/117/clamorous-ironclad?utm_source=api
118,Count on Luck,{R}{R}{R},3.0,Enchantment,rare,R,R,"At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/118/count-on-luck?utm_source=api
119,Crash and Burn,{3}{R},4.0,Instant,common,R,R,"Choose one —
• Destroy target Vehicle.
• Crash and Burn deals 6 damage to target creature or planeswalker.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/119/crash-and-burn?utm_source=api
120,"Daretti, Rocketeer Engineer",{4}{R},5.0,Legendary Creature — Goblin Artificer,rare,R,R,"Daretti's power is equal to the greatest mana value among artifacts you control.
Whenever Daretti enters or attacks, choose target artifact card in your graveyard. You may sacrifice an artifact. If you do, return the chosen card to the battlefield.",*,5,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/120/daretti-rocketeer-engineer?utm_source=api
121,Draconautics Engineer,{1}{R},2.0,Creature — Goblin Artificer,rare,R,R,"Exhaust — {R}: Other creatures you control gain haste until end of turn. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)
Exhaust — {3}{R}: Create a 4/4 red Dinosaur Dragon creature token with flying.",2,2,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/121/draconautics-engineer?utm_source=api
122,Dracosaur Auxiliary,{4}{R}{R},6.0,Creature — Dinosaur Dragon Mount,uncommon,R,R,"Flying, haste
Whenever this creature attacks while saddled, it deals 2 damage to any target.
Saddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",4,4,,"Flying, Saddle, Haste",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/122/dracosaur-auxiliary?utm_source=api
123,Dynamite Diver,{R},1.0,Creature — Goblin Pilot,common,R,R,"This creature saddles Mounts and crews Vehicles as though its power were 2 greater.
When this creature dies, it deals 1 damage to any target.",1,1,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/123/dynamite-diver?utm_source=api
124,Endrider Catalyzer,{1}{R},2.0,Creature — Human Warrior,common,R,R,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {T}: Add {R}{R}.",3,1,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/124/endrider-catalyzer?utm_source=api
125,Endrider Spikespitter,{3}{R},4.0,Creature — Human Mercenary,uncommon,R,R,"Reach
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.",3,4,,"Reach, Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/125/endrider-spikespitter?utm_source=api
126,Fuel the Flames,{2}{R},3.0,Instant,uncommon,R,R,"Fuel the Flames deals 2 damage to each creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/126/fuel-the-flames?utm_source=api
127,Full Throttle,{4}{R}{R},6.0,Sorcery,rare,R,R,"After this main phase, there are two additional combat phases.
At the beginning of each combat this turn, untap all creatures that attacked this turn.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/127/full-throttle?utm_source=api
128,Gastal Blockbuster,{2}{R},3.0,Creature — Human Berserker,common,R,R,"When this creature enters, you may sacrifice a creature or Vehicle. When you do, destroy target artifact an opponent controls.",3,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/128/gastal-blockbuster?utm_source=api
129,Gastal Thrillroller,{2}{R},3.0,Artifact — Vehicle,rare,R,R,"Trample, haste
When this Vehicle enters, it becomes an artifact creature until end of turn.
Crew 2
{2}{R}, Discard a card: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only as a sorcery.",4,2,,"Haste, Crew, Trample",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/129/gastal-thrillroller?utm_source=api
130,Gilded Ghoda,{1}{R},2.0,Creature — Horse Mount,common,R,R,"Whenever this creature attacks while saddled, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",2,2,,"Saddle, Treasure",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/130/gilded-ghoda?utm_source=api
131,Goblin Surveyor,{2}{R},3.0,Creature — Goblin Scout,common,R,R,"Trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",3,2,,"Max speed, Trample, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/131/goblin-surveyor?utm_source=api
132,Greasewrench Goblin,{R},1.0,Creature — Goblin Artificer,uncommon,R,R,"Exhaust — {2}{R}: Discard up to two cards, then draw that many cards. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",2,1,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/132/greasewrench-goblin?utm_source=api
133,"Hazoret, Godseeker",{1}{R},2.0,Legendary Creature — God,mythic,R,R,"Indestructible, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{1}, {T}: Target creature with power 2 or less can't be blocked this turn.
Hazoret can't attack or block unless you have max speed.",5,3,,"Indestructible, Haste, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/133/hazoret-godseeker?utm_source=api
134,Howlsquad Heavy,{2}{R},3.0,Creature — Goblin Mercenary,rare,R,R,"Start your engines!
Other Goblins you control have haste.
At the beginning of combat on your turn, create a 1/1 red Goblin creature token. That token attacks this combat if able.
Max speed — {T}: Add {R} for each Goblin you control.",2,3,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/134/howlsquad-heavy?utm_source=api
135,Kickoff Celebrations,{1}{R},2.0,Enchantment,common,R,R,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, you may discard a card. If you do, draw two cards.
Max speed — Sacrifice this enchantment: Creatures and Vehicles you control gain haste until end of turn.",,,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/135/kickoff-celebrations?utm_source=api
136,Lightning Strike,{1}{R},2.0,Instant,common,R,R,Lightning Strike deals 3 damage to any target.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/136/lightning-strike?utm_source=api
137,Magmakin Artillerist,{2}{R},3.0,Creature — Elemental Pirate,common,R,R,"Whenever you discard one or more cards, this creature deals that much damage to each opponent.
Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)
When you cycle this card, it deals 1 damage to each opponent.",1,4,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/137/magmakin-artillerist?utm_source=api
138,Marauding Mako,{R},1.0,Creature — Shark Pirate,uncommon,R,R,"Whenever you discard one or more cards, put that many +1/+1 counters on this creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",1,1,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/138/marauding-mako?utm_source=api
139,Outpace Oblivion,{2}{R},3.0,Enchantment,uncommon,R,R,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, it deals 5 damage to up to one target creature or planeswalker.
{2}, Sacrifice this enchantment: It deals 2 damage to each player who doesn't have max speed.",,,,Start your engines!,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/139/outpace-oblivion?utm_source=api
140,Pacesetter Paragon,{2}{R},3.0,Creature — Human Pilot,uncommon,R,R,Exhaust — {2}{R}: Put a +1/+1 counter on this creature. It gains double strike until end of turn. (Activate each exhaust ability only once.),2,3,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/140/pacesetter-paragon?utm_source=api
141,Pedal to the Metal,{X}{R},1.0,Instant,common,R,R,Target creature gets +X/+0 and gains first strike until end of turn.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/141/pedal-to-the-metal?utm_source=api
142,Prowcatcher Specialist,{1}{R},2.0,Creature — Goblin Warrior,common,R,R,"Haste
Exhaust — {3}{R}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)",2,1,,"Haste, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/142/prowcatcher-specialist?utm_source=api
143,Push the Limit,{5}{R}{R},7.0,Sorcery,uncommon,R,R,"Return all Mount and Vehicle cards from your graveyard to the battlefield. Sacrifice them at the beginning of the next end step.
Vehicles you control become artifact creatures until end of turn. Creatures you control gain haste until end of turn.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/143/push-the-limit?utm_source=api
144,Reckless Velocitaur,{3}{R},4.0,Creature — Minotaur Pilot,uncommon,R,R,"Whenever this creature saddles a Mount or crews a Vehicle during your main phase, that Mount or Vehicle gets +2/+0 and gains trample until end of turn.",3,3,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/144/reckless-velocitaur?utm_source=api
145,Road Rage,{R},1.0,Instant,uncommon,R,R,"Road Rage deals X damage to target creature or planeswalker, where X is 2 plus the number of Mounts and Vehicles you control.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/145/road-rage?utm_source=api
146,Skycrash,{1}{R},2.0,Instant,uncommon,R,R,"Destroy target artifact.
Cycling {R} ({R}, Discard this card: Draw a card.)",,,,Cycling,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/146/skycrash?utm_source=api
147,Spire Mechcycle,{4}{R},5.0,Artifact — Vehicle,uncommon,R,R,"Haste
Exhaust — Tap another untapped Mount or Vehicle you control: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it for each Mount and/or Vehicle you control other than this Vehicle. (Activate each exhaust ability only once.)
Crew 2",5,4,,"Haste, Crew, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/147/spire-mechcycle?utm_source=api
148,Thunderhead Gunner,{4}{R},5.0,Creature — Shark Pirate,common,R,R,"Reach
Discard a card: Draw a card. Activate only as a sorcery and only once each turn.",4,5,,Reach,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/148/thunderhead-gunner?utm_source=api
149,"Tyrox, Saurid Tyrant",{1}{R},2.0,Legendary Creature — Dinosaur Warrior,uncommon,R,R,,4,1,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/149/tyrox-saurid-tyrant?utm_source=api
150,Afterburner Expert,{2}{G},3.0,Creature — Goblin Artificer,rare,G,G,"Exhaust — {2}{G}{G}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)
Whenever you activate an exhaust ability, return this card from your graveyard to the battlefield.",4,2,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/150/afterburner-expert?utm_source=api
151,Agonasaur Rex,{3}{G}{G},5.0,Creature — Dinosaur,rare,G,G,"Trample
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)
When you cycle this card, put two +1/+1 counters on up to one target creature or Vehicle. It gains trample and indestructible until end of turn.",8,8,,"Trample, Cycling",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/151/agonasaur-rex?utm_source=api
152,Alacrian Jaguar,{4}{G},5.0,Creature — Cat Mount,common,G,G,"Vigilance
Whenever this creature attacks while saddled, it gets +2/+2 until end of turn.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",4,4,,"Saddle, Vigilance",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/152/alacrian-jaguar?utm_source=api
153,Autarch Mammoth,{4}{G}{G},6.0,Creature — Elephant Mount,uncommon,G,G,"When this creature enters and whenever it attacks while saddled, create a 3/3 green Elephant creature token.
Saddle 5 (Tap any number of other creatures you control with total power 5 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",5,5,,Saddle,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/153/autarch-mammoth?utm_source=api
154,Beastrider Vanguard,{1}{G},2.0,Creature — Human Knight,common,G,G,{4}{G}: Look at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,2,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/154/beastrider-vanguard?utm_source=api
155,Bestow Greatness,{2}{G},3.0,Instant,common,G,G,Target creature gets +4/+4 and gains trample until end of turn.,,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/155/bestow-greatness?utm_source=api
156,Broken Wings,{2}{G},3.0,Instant,common,G,G,"Destroy target artifact, enchantment, or creature with flying.",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/156/broken-wings?utm_source=api
157,Defend the Rider,{G},1.0,Instant,uncommon,G,G,"Choose one —
• Target permanent you control gains hexproof and indestructible until end of turn.
• Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",,,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/157/defend-the-rider?utm_source=api
158,District Mascot,{G},1.0,Creature — Dog Mount,rare,G,G,"This creature enters with a +1/+1 counter on it.
{1}{G}, Remove two +1/+1 counters from this creature: Destroy target artifact.
Whenever this creature attacks while saddled, put a +1/+1 counter on it.
Saddle 1",0,0,,Saddle,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/158/district-mascot?utm_source=api
159,Dredger's Insight,{1}{G},2.0,Enchantment,uncommon,G,G,"Whenever one or more artifact and/or creature cards leave your graveyard, you gain 1 life.
When this enchantment enters, mill four cards. You may put an artifact, creature, or land card from among the milled cards into your hand. (To mill four cards, put the top four cards of your library into your graveyard.)",,,,Mill,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/159/dredgers-insight?utm_source=api
160,Earthrumbler,{4}{G},5.0,Artifact — Vehicle,uncommon,G,G,"Vigilance, trample
Exile an artifact or creature card from your graveyard: This Vehicle becomes an artifact creature until end of turn.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",7,6,,"Vigilance, Crew, Trample",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/160/earthrumbler?utm_source=api
161,Elvish Refueler,{2}{G},3.0,Creature — Elf Druid,uncommon,G,G,"During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated.
Exhaust — {1}{G}: Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",2,3,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/161/elvish-refueler?utm_source=api
162,Fang Guardian,{3}{G},4.0,Creature — Ape Druid,uncommon,G,G,"Flash
When this creature enters, another target creature or Vehicle you control gets +2/+2 until end of turn.",4,2,,Flash,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/162/fang-guardian?utm_source=api
163,Fang-Druid Summoner,{3}{G},4.0,Creature — Ape Druid,uncommon,G,G,"Reach
When this creature enters, you may search your library and/or graveyard for a creature card with no abilities, reveal it, and put it into your hand. If you search your library this way, shuffle.",2,4,,Reach,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/163/fang-druid-summoner?utm_source=api
164,Greenbelt Guardian,{1}{G},2.0,Creature — Elf Ranger,uncommon,G,G,"{G}: Target creature gains trample until end of turn.
Exhaust — {3}{G}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",2,2,,Exhaust,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/164/greenbelt-guardian?utm_source=api
165,Hazard of the Dunes,{3}{G},4.0,Creature — Wurm,common,G,G,"Trample, reach
Exhaust — {6}{G}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",4,4,,"Reach, Trample, Exhaust",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/165/hazard-of-the-dunes?utm_source=api
166,Jibbirik Omnivore,{1}{G},2.0,Creature — Beast,common,G,G,,3,2,,,Aetherdrift,2025-02-14,https://scryfall.com/card/dft/166/jibbirik-omnivore?utm_source=api
167,Loxodon Surveyor,{2}{G},3.0,Creature — Elephant Scout,common,G,G,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",3,3,,"Max speed, Start your engines!",Aetherdrift,2025-02-14,https://scryfall.com/card/dft/167/loxodon-surveyor?utm_source=api
