collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
85,Auntie's Sentence,{1}{B},2.0,Sorcery,common,B,B,"Choose one —
• Target opponent reveals their hand. You choose a nonland permanent card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/85/aunties-sentence?utm_source=api
86,Barbed Bloodletter,{1}{B},2.0,Artifact — Equipment,common,B,B,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains wither until end of turn. (It deals damage to creatures in the form of -1/-1 counters.)
Equipped creature gets +1/+2.
Equip {2}",,,,"Equip, Flash",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/86/barbed-bloodletter?utm_source=api
87,Bile-Vial Boggart,{B},1.0,Creature — Goblin Assassin,common,B,B,"When this creature dies, put a -1/-1 counter on up to one target creature.",1,1,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/87/bile-vial-boggart?utm_source=api
88,Bitterbloom Bearer,{B}{B},2.0,Creature — Faerie Rogue,mythic,B,B,"Flash
Flying
At the beginning of your upkeep, you lose 1 life and create a 1/1 blue and black Faerie creature token with flying.",1,1,,"Flying, Flash",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/88/bitterbloom-bearer?utm_source=api
89,Blight Rot,{2}{B},3.0,Instant,common,B,B,Put four -1/-1 counters on target creature.,,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/89/blight-rot?utm_source=api
90,Blighted Blackthorn,{4}{B},5.0,Creature — Treefolk Warlock,common,B,B,"Whenever this creature enters or attacks, you may blight 2. If you do, you draw a card and lose 1 life. (To blight 2, put two -1/-1 counters on a creature you control.)",3,7,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/90/blighted-blackthorn?utm_source=api
91,Bloodline Bidding,{6}{B}{B},8.0,Sorcery,rare,B,B,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Choose a creature type. Return all creature cards of the chosen type from your graveyard to the battlefield.",,,,Convoke,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/91/bloodline-bidding?utm_source=api
92,Boggart Mischief,{2}{B},3.0,Kindred Enchantment — Goblin,uncommon,B,B,"When this enchantment enters, you may blight 1. If you do, create two 1/1 black and red Goblin creature tokens. (To blight 1, put a -1/-1 counter on a creature you control.)
Whenever a Goblin creature you control dies, each opponent loses 1 life and you gain 1 life.",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/92/boggart-mischief?utm_source=api
93,Boggart Prankster,{1}{B},2.0,Creature — Goblin Warrior,common,B,B,"Whenever you attack, target attacking Goblin you control gets +1/+0 until end of turn.",1,3,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/93/boggart-prankster?utm_source=api
94,Bogslither's Embrace,{1}{B},2.0,Sorcery,common,B,B,"As an additional cost to cast this spell, blight 1 or pay {3}. (To blight 1, put a -1/-1 counter on a creature you control.)
Exile target creature.",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/94/bogslithers-embrace?utm_source=api
95,Champion of the Weird,{3}{B},4.0,Creature — Goblin Berserker,rare,B,B,"As an additional cost to cast this spell, behold a Goblin and exile it. (Exile a Goblin you control or a Goblin card from your hand.)
Pay 1 life, Blight 2: Target opponent blights 2. Activate only as a sorcery.
When this creature leaves the battlefield, return the exiled card to its owner's hand.",5,5,,"Blight, Behold",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/95/champion-of-the-weird?utm_source=api
96,Creakwood Safewright,{1}{B},2.0,Creature — Elf Warrior,uncommon,B,B,"This creature enters with three -1/-1 counters on it.
At the beginning of your end step, if there is an Elf card in your graveyard and this creature has a -1/-1 counter on it, remove a -1/-1 counter from this creature.",5,5,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/96/creakwood-safewright?utm_source=api
97,Darkness Descends,{2}{B}{B},4.0,Sorcery,uncommon,B,B,Put two -1/-1 counters on each creature.,,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/97/darkness-descends?utm_source=api
98,Dawnhand Dissident,{B},1.0,Creature — Elf Warlock,rare,B,B,"{T}, Blight 1: Surveil 1.
{T}, Blight 2: Exile target card from a graveyard.
During your turn, you may cast creature spells from among cards you own exiled with this creature by removing three counters from among creatures you control in addition to paying their other costs.",1,2,,"Blight, Surveil",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/98/dawnhand-dissident?utm_source=api
99,Dawnhand Eulogist,{3}{B},4.0,Creature — Elf Warlock,common,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, mill three cards. Then if there is an Elf card in your graveyard, each opponent loses 2 life and you gain 2 life. (To mill three cards, put the top three cards of your library into your graveyard.)",3,3,,"Menace, Mill",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/99/dawnhand-eulogist?utm_source=api
100,Dose of Dawnglow,{4}{B},5.0,Instant,uncommon,B,B,"Return target creature card from your graveyard to the battlefield. Then if it isn't your main phase, blight 2. (Put two -1/-1 counters on a creature you control.)",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/100/dose-of-dawnglow?utm_source=api
101,Dream Seizer,{3}{B},4.0,Creature — Faerie Rogue,common,B,B,"Flying
When this creature enters, you may blight 1. If you do, each opponent discards a card. (To blight 1, put a -1/-1 counter on a creature you control.)",3,2,,"Blight, Flying",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/101/dream-seizer?utm_source=api
102,Gloom Ripper,{3}{B}{B},5.0,Creature — Elf Assassin,rare,B,B,"When this creature enters, target creature you control gets +X/+0 until end of turn and up to one target creature an opponent controls gets -0/-X until end of turn, where X is the number of Elves you control plus the number of Elf cards in your graveyard.",4,4,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/102/gloom-ripper?utm_source=api
103,Gnarlbark Elm,{2}{B},3.0,Creature — Treefolk Warlock,uncommon,B,B,"This creature enters with two -1/-1 counters on it.
{2}{B}, Remove two counters from this creature: Target creature gets -2/-2 until end of turn. Activate only as a sorcery.",3,4,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/103/gnarlbark-elm?utm_source=api
104,Graveshifter,{3}{B},4.0,Creature — Shapeshifter,uncommon,B,B,"Changeling (This card is every creature type.)
When this creature enters, you may return target creature card from your graveyard to your hand.",2,2,,Changeling,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/104/graveshifter?utm_source=api
105,"Grub, Storied Matriarch // Grub, Notorious Auntie",,3.0,Legendary Creature — Goblin Warlock // Legendary Creature — Goblin Warrior,rare,,"B, R",,,,,"Blight, Transform, Menace",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/105/grub-storied-matriarch-grub-notorious-auntie?utm_source=api
106,Gutsplitter Gang,{3}{B},4.0,Creature — Goblin Berserker,uncommon,B,B,"At the beginning of your first main phase, you may blight 2. If you don't, you lose 3 life. (To blight 2, put two -1/-1 counters on a creature you control.)",6,6,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/106/gutsplitter-gang?utm_source=api
107,Heirloom Auntie,{2}{B},3.0,Creature — Goblin Warlock,common,B,B,"This creature enters with two -1/-1 counters on it.
Whenever another creature you control dies, surveil 1, then remove a -1/-1 counter from this creature. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)",4,4,,Surveil,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/107/heirloom-auntie?utm_source=api
108,Iron-Shield Elf,{1}{B},2.0,Creature — Elf Warrior,uncommon,B,B,"Discard a card: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it still dies.)",3,1,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/108/iron-shield-elf?utm_source=api
109,Moonglove Extractor,{2}{B},3.0,Creature — Elf Warlock,common,B,B,"Whenever this creature attacks, you draw a card and lose 1 life.",2,1,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/109/moonglove-extractor?utm_source=api
110,Moonshadow,{B},1.0,Creature — Elemental,mythic,B,B,"Menace
This creature enters with six -1/-1 counters on it.
Whenever one or more permanent cards are put into your graveyard from anywhere while this creature has a -1/-1 counter on it, remove a -1/-1 counter from this creature.",7,7,,Menace,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/110/moonshadow?utm_source=api
111,Mornsong Aria,{1}{B}{B},3.0,Legendary Enchantment,rare,B,B,"Players can't draw cards or gain life.
At the beginning of each player's draw step, that player loses 3 life, searches their library for a card, puts it into their hand, then shuffles.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/111/mornsong-aria?utm_source=api
112,Mudbutton Cursetosser,{B},1.0,Creature — Goblin Warlock,uncommon,B,B,"As an additional cost to cast this spell, behold a Goblin or pay {2}. (To behold a Goblin, choose a Goblin you control or reveal a Goblin card from your hand.)
This creature can't block.
When this creature dies, destroy target creature an opponent controls with power 2 or less.",2,1,,Behold,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/112/mudbutton-cursetosser?utm_source=api
113,Nameless Inversion,{1}{B},2.0,Kindred Instant — Shapeshifter,uncommon,B,B,"Changeling (This card is every creature type.)
Target creature gets +3/-3 and loses all creature types until end of turn.",,,,Changeling,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/113/nameless-inversion?utm_source=api
114,Nightmare Sower,{3}{B},4.0,Creature — Faerie Assassin,uncommon,B,B,"Flying, lifelink
Whenever you cast a spell during an opponent's turn, put a -1/-1 counter on up to one target creature.",2,3,,"Flying, Lifelink",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/114/nightmare-sower?utm_source=api
115,Perfect Intimidation,{3}{B},4.0,Sorcery,uncommon,B,B,"Choose one or both —
• Target opponent exiles two cards from their hand.
• Remove all counters from target creature.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/115/perfect-intimidation?utm_source=api
116,Requiting Hex,{B},1.0,Instant,uncommon,B,B,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Destroy target creature with mana value 2 or less. If this spell's additional cost was paid, you gain 2 life.",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/116/requiting-hex?utm_source=api
117,Retched Wretch,{2}{B},3.0,Creature — Goblin,uncommon,B,B,"When this creature dies, if it had a -1/-1 counter on it, return it to the battlefield under its owner's control and it loses all abilities.",4,2,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/117/retched-wretch?utm_source=api
118,Scarblade Scout,{1}{B},2.0,Creature — Elf Scout,common,B,B,"Lifelink
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)",2,2,,"Lifelink, Mill",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/118/scarblade-scout?utm_source=api
119,Scarblade's Malice,{B},1.0,Instant,common,B,B,"Target creature you control gains deathtouch and lifelink until end of turn. When that creature dies this turn, create a 2/2 black and green Elf creature token.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/119/scarblades-malice?utm_source=api
120,Shimmercreep,{4}{B},5.0,Creature — Elemental,uncommon,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
Vivid — When this creature enters, each opponent loses X life and you gain X life, where X is the number of colors among permanents you control.",3,5,,"Menace, Vivid",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/120/shimmercreep?utm_source=api
121,Taster of Wares,{2}{B},3.0,Creature — Goblin Warlock,rare,B,B,"When this creature enters, target opponent reveals X cards from their hand, where X is the number of Goblins you control. You choose one of those cards. That player exiles it. If an instant or sorcery card is exiled this way, you may cast it for as long as you control this creature, and mana of any type can be spent to cast that spell.",3,2,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/121/taster-of-wares?utm_source=api
122,Twilight Diviner,{2}{B},3.0,Creature — Elf Cleric,rare,B,B,"When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Whenever one or more other creatures you control enter, if they entered or were cast from a graveyard, create a token that's a copy of one of them. This ability triggers only once each turn.",3,3,,Surveil,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/122/twilight-diviner?utm_source=api
123,Unbury,{1}{B},2.0,Instant,uncommon,B,B,"Choose one —
• Return target creature card from your graveyard to your hand.
• Return two target creature cards that share a creature type from your graveyard to your hand.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/123/unbury?utm_source=api
124,"Ashling, Rekindled // Ashling, Rimebound",,2.0,Legendary Creature — Elemental Sorcerer // Legendary Creature — Elemental Wizard,rare,,"R, U",,,,,Transform,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/124/ashling-rekindled-ashling-rimebound?utm_source=api
125,Boldwyr Aggressor,{3}{R}{R},5.0,Creature — Giant Warrior,uncommon,R,R,"Double strike
Other Giants you control have double strike.",2,5,,Double strike,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/125/boldwyr-aggressor?utm_source=api
126,Boneclub Berserker,{3}{R},4.0,Creature — Goblin Berserker,common,R,R,This creature gets +2/+0 for each other Goblin you control.,2,4,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/126/boneclub-berserker?utm_source=api
127,Boulder Dash,{1}{R},2.0,Sorcery,uncommon,R,R,Boulder Dash deals 2 damage to any target and 1 damage to any other target.,,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/127/boulder-dash?utm_source=api
128,Brambleback Brute,{2}{R},3.0,Creature — Giant Warrior,common,R,R,"This creature enters with two -1/-1 counters on it.
{1}{R}, Remove a counter from this creature: Target creature can't block this turn. Activate only as a sorcery.",4,5,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/128/brambleback-brute?utm_source=api
129,Burning Curiosity,{2}{R},3.0,Sorcery,common,R,R,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Exile the top two cards of your library. If this spell's additional cost was paid, exile the top three cards instead. Until the end of your next turn, you may play those cards.",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/129/burning-curiosity?utm_source=api
130,Champion of the Path,{3}{R},4.0,Creature — Elemental Sorcerer,rare,R,R,"As an additional cost to cast this spell, behold an Elemental and exile it. (Exile an Elemental you control or an Elemental card from your hand.)
Whenever another Elemental you control enters, it deals damage equal to its power to each opponent.
When this creature leaves the battlefield, return the exiled card to its owner's hand.",7,3,,Behold,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/130/champion-of-the-path?utm_source=api
131,Cinder Strike,{R},1.0,Sorcery,common,R,R,"As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.)
Cinder Strike deals 2 damage to target creature. It deals 4 damage to that creature instead if this spell's additional cost was paid.",,,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/131/cinder-strike?utm_source=api
132,Collective Inferno,{3}{R}{R},5.0,Enchantment,rare,R,R,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
As this enchantment enters, choose a creature type.
Double all damage that sources you control of the chosen type would deal.",,,,Convoke,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/132/collective-inferno?utm_source=api
133,Elder Auntie,{2}{R},3.0,Creature — Goblin Warlock,common,R,R,"When this creature enters, create a 1/1 black and red Goblin creature token.",2,2,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/133/elder-auntie?utm_source=api
134,End-Blaze Epiphany,{X}{R},1.0,Instant,rare,R,R,"End-Blaze Epiphany deals X damage to target creature. When that creature dies this turn, exile a number of cards from the top of your library equal to its power, then choose a card exiled this way. Until the end of your next turn, you may play that card.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/134/end-blaze-epiphany?utm_source=api
135,Enraged Flamecaster,{2}{R},3.0,Creature — Elemental Sorcerer,common,R,R,"Reach
Whenever you cast a spell with mana value 4 or greater, this creature deals 2 damage to each opponent.",3,2,,Reach,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/135/enraged-flamecaster?utm_source=api
136,Explosive Prodigy,{1}{R},2.0,Creature — Elemental Sorcerer,uncommon,R,R,"Vivid — When this creature enters, it deals X damage to target creature an opponent controls, where X is the number of colors among permanents you control.",1,1,,Vivid,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/136/explosive-prodigy?utm_source=api
137,Feed the Flames,{3}{R},4.0,Instant,common,R,R,"Feed the Flames deals 5 damage to target creature. If that creature would die this turn, exile it instead.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/137/feed-the-flames?utm_source=api
138,Flame-Chain Mauler,{1}{R},2.0,Creature — Elemental Warrior,common,R,R,{1}{R}: This creature gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.),2,2,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/138/flame-chain-mauler?utm_source=api
139,Flamebraider,{1}{R},2.0,Creature — Elemental Bard,uncommon,R,R,{T}: Add two mana in any combination of colors. Spend this mana only to cast Elemental spells or activate abilities of Elemental sources.,2,2,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/139/flamebraider?utm_source=api
140,Flamekin Gildweaver,{3}{R},4.0,Creature — Elemental Sorcerer,common,R,R,"Trample
When this creature enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",4,3,,"Treasure, Trample",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/140/flamekin-gildweaver?utm_source=api
141,Giantfall,{1}{R},2.0,Instant,uncommon,R,R,"Choose one —
• Target creature you control deals damage equal to its power to target creature an opponent controls.
• Destroy target artifact.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/141/giantfall?utm_source=api
142,Goatnap,{2}{R},3.0,Sorcery,uncommon,R,R,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. If that creature is a Goat, it also gets +3/+0 until end of turn.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/142/goatnap?utm_source=api
143,Goliath Daydreamer,{2}{R}{R},4.0,Creature — Giant Wizard,rare,R,R,"Whenever you cast an instant or sorcery spell from your hand, exile that card with a dream counter on it instead of putting it into your graveyard as it resolves.
Whenever this creature attacks, you may cast a spell from among cards you own in exile with dream counters on them without paying its mana cost.",4,4,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/143/goliath-daydreamer?utm_source=api
144,Gristle Glutton,{1}{R},2.0,Creature — Goblin Scout,common,R,R,"{T}, Blight 1: Discard a card. If you do, draw a card. (To blight 1, put a -1/-1 counter on a creature you control.)",1,3,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/144/gristle-glutton?utm_source=api
145,Hexing Squelcher,{1}{R},2.0,Creature — Goblin Sorcerer,rare,R,R,"This spell can't be countered.
Ward—Pay 2 life.
Spells you control can't be countered.
Other creatures you control have ""Ward—Pay 2 life.""",2,2,,Ward,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/145/hexing-squelcher?utm_source=api
146,Impolite Entrance,{R},1.0,Sorcery,uncommon,R,R,"Target creature gains trample and haste until end of turn.
Draw a card.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/146/impolite-entrance?utm_source=api
147,Kindle the Inner Flame,{3}{R},4.0,Kindred Sorcery — Elemental,uncommon,R,R,"Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""
Flashback—{1}{R}, Behold three Elementals. (You may cast this card from your graveyard for its flashback cost. Then exile it. To behold an Elemental, choose an Elemental you control or reveal an Elemental card from your hand.)",,,,"Behold, Flashback",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/147/kindle-the-inner-flame?utm_source=api
148,Kulrath Zealot,{5}{R},6.0,Creature — Elemental Warrior,common,R,R,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.
Basic landcycling {1}{R} ({1}{R}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",6,5,,"Landcycling, Basic landcycling, Typecycling, Cycling",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/148/kulrath-zealot?utm_source=api
149,Lasting Tarfire,{1}{R},2.0,Enchantment,uncommon,R,R,"At the beginning of each end step, if you put a counter on a creature this turn, this enchantment deals 2 damage to each opponent.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/149/lasting-tarfire?utm_source=api
150,Lavaleaper,{3}{R},4.0,Creature — Elemental,rare,R,R,"All creatures have haste.
Whenever a player taps a basic land for mana, that player adds one mana of any type that land produced.",4,4,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/150/lavaleaper?utm_source=api
151,Meek Attack,{2}{R},3.0,Enchantment,mythic,R,R,"{1}{R}: You may put a creature card with total power and toughness 5 or less from your hand onto the battlefield. That creature gains haste. At the beginning of the next end step, sacrifice that creature.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/151/meek-attack?utm_source=api
152,Reckless Ransacking,{1}{R},2.0,Instant,common,R,R,"Target creature gets +3/+2 until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,,Treasure,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/152/reckless-ransacking?utm_source=api
153,Scuzzback Scrounger,{1}{R},2.0,Creature — Goblin Warrior,rare,R,R,"At the beginning of your first main phase, you may blight 1. If you do, create a Treasure token. (To blight 1, put a -1/-1 counter on a creature you control. A Treasure token is an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",3,2,,"Blight, Treasure",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/153/scuzzback-scrounger?utm_source=api
154,Sear,{1}{R},2.0,Instant,uncommon,R,R,Sear deals 4 damage to target creature or planeswalker.,,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/154/sear?utm_source=api
155,Sizzling Changeling,{2}{R},3.0,Creature — Shapeshifter,uncommon,R,R,"Changeling (This card is every creature type.)
When this creature dies, exile the top card of your library. Until the end of your next turn, you may play that card.",3,2,,Changeling,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/155/sizzling-changeling?utm_source=api
156,Soul Immolation,{3}{R}{R},5.0,Sorcery,mythic,R,R,"As an additional cost to cast this spell, blight X. X can't be greater than the greatest toughness among creatures you control. (Put X -1/-1 counters on a creature you control.)
Soul Immolation deals X damage to each opponent and each creature they control.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/156/soul-immolation?utm_source=api
157,Soulbright Seeker,{R},1.0,Creature — Elemental Sorcerer,uncommon,R,R,"As an additional cost to cast this spell, behold an Elemental or pay {2}. (To behold an Elemental, choose an Elemental you control or reveal an Elemental card from your hand.)
{R}: Target creature you control gains trample until end of turn. If this is the third time this ability has resolved this turn, add {R}{R}{R}{R}.",2,1,,Behold,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/157/soulbright-seeker?utm_source=api
158,Sourbread Auntie,{2}{R}{R},4.0,Creature — Goblin Warrior,uncommon,R,R,"When this creature enters, you may blight 2. If you do, create two 1/1 black and red Goblin creature tokens. (To blight 2, put two -1/-1 counters on a creature you control.)",4,3,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/158/sourbread-auntie?utm_source=api
159,Spinerock Tyrant,{3}{R}{R},5.0,Creature — Dragon,mythic,R,R,"Flying
Wither (This deals damage to creatures in the form of -1/-1 counters.)
Whenever you cast an instant or sorcery spell with a single target, you may copy it. If you do, those spells gain wither. You may choose new targets for the copy.",6,6,,"Flying, Wither",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/159/spinerock-tyrant?utm_source=api
160,Squawkroaster,{3}{R},4.0,Creature — Elemental,uncommon,R,R,"Double strike
Vivid — Squawkroaster's power is equal to the number of colors among permanents you control.",*,4,,"Double strike, Vivid",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/160/squawkroaster?utm_source=api
161,Sting-Slinger,{2}{R},3.0,Creature — Goblin Warrior,uncommon,R,R,"{1}{R}, {T}, Blight 1: This creature deals 2 damage to each opponent. (To blight 1, put a -1/-1 counter on a creature you control.)",3,3,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/161/sting-slinger?utm_source=api
162,Tweeze,{2}{R},3.0,Instant,common,R,R,"Tweeze deals 3 damage to any target. You may discard a card. If you do, draw a card.",,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/162/tweeze?utm_source=api
163,Warren Torchmaster,{1}{R},2.0,Creature — Goblin Warrior,uncommon,R,R,"At the beginning of combat on your turn, you may blight 1. When you do, target creature gains haste until end of turn. (To blight 1, put a -1/-1 counter on a creature you control.)",2,2,,Blight,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/163/warren-torchmaster?utm_source=api
164,Assert Perfection,{1}{G},2.0,Sorcery,common,G,G,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to up to one target creature an opponent controls.,,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/164/assert-perfection?utm_source=api
165,Aurora Awakener,{6}{G},7.0,Creature — Giant Druid,mythic,G,G,"Trample
Vivid — When this creature enters, reveal cards from the top of your library until you reveal X permanent cards, where X is the number of colors among permanents you control. Put any number of those permanent cards onto the battlefield, then put the rest of the revealed cards on the bottom of your library in a random order.",7,7,,"Trample, Vivid",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/165/aurora-awakener?utm_source=api
166,Bloom Tender,{1}{G},2.0,Creature — Elf Druid,mythic,G,G,"Vivid — {T}: For each color among permanents you control, add one mana of that color.",1,1,,Vivid,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/166/bloom-tender?utm_source=api
167,Blossoming Defense,{G},1.0,Instant,uncommon,G,G,Target creature you control gets +2/+2 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),,,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/167/blossoming-defense?utm_source=api
168,Bristlebane Battler,{1}{G},2.0,Creature — Kithkin Soldier,rare,G,G,"Trample, ward {2}
This creature enters with five -1/-1 counters on it.
Whenever another creature you control enters while this creature has a -1/-1 counter on it, remove a -1/-1 counter from this creature.",6,6,,"Trample, Ward",Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/168/bristlebane-battler?utm_source=api
169,Bristlebane Outrider,{3}{G},4.0,Creature — Kithkin Knight,uncommon,G,G,"This creature can't be blocked by creatures with power 2 or less.
As long as another creature entered the battlefield under your control this turn, this creature gets +2/+0.",3,5,,,Lorwyn Eclipsed,2026-01-23,https://scryfall.com/card/ecl/169/bristlebane-outrider?utm_source=api
